GENE,GENEID,GENEFULLNAME,MGOX,MGOY,MGOZ,GA,CLUSTER
Cadm3,94332,cell adhesion molecule 3,0.0459,0.1485,0.9878,0.3575,7
Hspb8,80888,heat shock protein 8,0.3501,0.4194,0.8376,0.3561,7
Lyz2,17105,lysozyme 2,0.2774,0.2389,0.9306,0.3489,7
Slc12a2,20496,solute carrier family 12 member 2,0.3760,0.4022,0.8348,0.3471,7
Ctss,13040,cathepsin S,0.3855,0.3677,0.8463,0.3460,7
Fos,14281,FBJ osteosarcoma oncogene,0.2603,0.4242,0.8673,0.3428,7
Six1,20471,sine oculis-related homeobox 1 homolog (Drosophila),0.4115,0.2301,0.8819,0.3426,7
Sepp1,20363,selenoprotein P plasma 1,0.2554,0.1565,0.9541,0.3423,7
Wfs1,22393,Wolfram syndrome 1 homolog (human),0.4917,0.4279,0.7584,0.3399,7
Prlr,19116,prolactin receptor,0.4692,0.3618,0.8056,0.3379,7
Nrn1,68404,neuritin 1,0.1418,0.0084,0.9899,0.3359,7
Nr2f6,13864,nuclear receptor subfamily 2 group F member 6,0.4649,0.0228,0.8851,0.3322,7
Kcnc3,16504,potassium voltage gated channel Shaw-related subfamily member 3,0.4607,0.5126,0.7246,0.3305,7
Tox2,269389,TOX high mobility group box family member 2,0.3132,0.3351,0.8886,0.3277,7
Gad1,14415,glutamate decarboxylase 1,0.1905,0.1350,0.9724,0.3244,7
Cerk,223753,ceramide kinase,0.0350,0.3010,0.9530,0.3192,7
Mapk9,26420,mitogen-activated protein kinase 9,0.2286,0.5982,0.7680,0.3163,7
Pdgfrb,18596,platelet derived growth factor receptor beta polypeptide,0.0454,0.7686,0.6382,0.3129,7
Nr1d1,217166,nuclear receptor subfamily 1 group D member 1,0.3037,0.5964,0.7430,0.3102,7
Olig2,50913,oligodendrocyte transcription factor 2,0.0518,0.3928,0.9182,0.3096,7
Slc1a2,20511,solute carrier family 1 (glial high affinity glutamate transporter) member 2,0.2018,0.5768,0.7915,0.3023,7
Hcn1,15165,hyperpolarization-activated cyclic nucleotide-gated K+ 1,0.3599,0.4267,0.8297,0.2999,7
Srpk2,20817,serine/arginine-rich protein specific kinase 2,0.7608,0.2438,0.6015,0.2998,7
Slc1a6,20513,solute carrier family 1 (high affinity aspartate/glutamate transporter) member 6,0.4377,0.4592,0.7731,0.2991,7
Sox8,20681,SRY-box containing gene 8,0.3098,0.4595,0.8324,0.2952,7
Lbx1,16814,ladybird homeobox homolog 1 (Drosophila),0.0331,0.1137,0.9930,0.2951,7
Nckap1,50884,NCK-associated protein 1,0.9045,0.3048,0.2983,0.2942,7
Nr1d2,353187,nuclear receptor subfamily 1 group D member 2,0.0532,0.2931,0.9546,0.2923,7
Neurod1,18012,neurogenic differentiation 1,0.0900,0.0238,0.9957,0.2862,7
Parm1,231440,prostate androgen-regulated mucin-like protein 1,0.0482,0.2911,0.9555,0.2802,7
Setd7,73251,SET domain containing (lysine methyltransferase) 7,0.2322,0.2858,0.9297,0.2757,7
Cds1,74596,CDP-diacylglycerol synthase 1,0.2855,0.3144,0.9053,0.2755,7
Gls,14660,glutaminase,0.1286,0.3306,0.9350,0.2637,7
Fgf20,80857,fibroblast growth factor 20,0.2185,0.8371,0.5015,0.2509,7
E2f6,50496,E2F transcription factor 6,0.2330,0.3748,0.8974,0.2507,7
Sox10,20665,SRY-box containing gene 10,0.5419,0.1736,0.8223,0.2258,7
Pou6f1,19009,POU domain class 6 transcription factor 1,0.0816,0.3106,0.9470,0.2255,7
Plp1,18823,proteolipid protein (myelin) 1,0.8107,0.1053,0.5760,0.2226,7
Usf2,22282,upstream transcription factor 2,0.3031,0.2606,0.9166,0.2213,7
Mycbp2,105689,MYC binding protein 2,0.6960,0.6030,0.3898,0.2195,7
Tnnt1,21955,troponin T1 skeletal slow,0.2613,0.5681,0.7804,0.2055,7
Nfe2l1,18023,nuclear factor erythroid derived 2 -like 1,0.8220,0.0095,0.5694,0.2001,7
Stat3,20848,signal transducer and activator of transcription 3,0.1322,0.2332,0.9634,0.1886,7
Ubtf,21429,upstream binding transcription factor RNA polymerase I,0.3963,0.2786,0.8748,0.1825,7
Ncoa2,17978,nuclear receptor coactivator 2,0.1757,0.2446,0.9536,0.1740,7
Cited2,17684,Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 2,0.3192,0.3989,0.8597,0.1702,7
Prnp,19122,prion protein,0.5380,0.0112,0.8428,0.1671,7
Sema3e,20349,sema domain immunoglobulin domain (Ig) short basic domain secreted (semaphorin) 3E,0.0425,0.0762,0.9962,0.1530,7
Per1,18626,period homolog 1 (Drosophila),0.2470,0.0357,0.9684,0.1428,7
Laptm4b,114128,lysosomal-associated protein transmembrane 4B,0.4882,0.4470,0.7496,0.1387,7
Nfyc,18046,nuclear transcription factor-Y gamma,0.6254,0.0425,0.7791,0.1346,7
Ncoa3,17979,nuclear receptor coactivator 3,0.1290,0.0678,0.9893,0.1326,7
Pcdh20,219257,protocadherin 20,0.2171,0.1465,0.9651,0.1311,7
Rab3a,19339,RAB3A member RAS oncogene family,0.1657,0.4009,0.9010,0.1310,7
Itsn1,16443,intersectin 1 (SH3 domain protein 1A),0.2025,0.1616,0.9659,0.1146,7
Lgi3,213469,leucine-rich repeat LGI family member 3,0.2635,0.0237,0.9644,0.1107,7
Foxc2,14234,forkhead box C2,0.5361,0.1203,0.8356,0.1059,7
Vamp1,22317,vesicle-associated membrane protein 1,0.2653,0.4091,0.8731,0.0827,7
Map3k7,26409,mitogen-activated protein kinase kinase kinase 7,0.1492,0.3533,0.9235,0.0819,7
Kcna1,16485,potassium voltage-gated channel shaker-related subfamily member 1,0.1936,0.1324,0.9721,0.0735,7
Clstn1,65945,calsyntenin 1,0.2077,0.1197,0.9708,0.0704,7
S100b,20203,S100 protein beta polypeptide neural,0.0743,0.5909,0.8033,0.0648,7
Ephb6,13848,Eph receptor B6,0.4095,0.2407,0.8800,0.0647,7
Pomgnt1,68273,protein O-linked mannose beta1 2-N-acetylglucosaminyltransferase,0.3938,0.0011,0.9192,0.0481,7
Nefh,380684,neurofilament heavy polypeptide,0.0839,0.1554,0.9843,0.0263,7
 ,, ,,,,,
Fbxw4,30838,F-box and WD-40 domain protein 4,0.5227,0.5124,0.6813,0.8659,8
Foxo1,56458,forkhead box O1,0.4796,0.4221,0.7693,0.8212,8
Pbrm1,66923,polybromo 1,0.3618,0.3057,0.8807,0.8078,8
Nr1i3,12355,nuclear receptor subfamily 1 group I member 3,0.3302,0.2588,0.9077,0.7746,8
Rara,19401,retinoic acid receptor alpha,0.3388,0.3788,0.8612,0.7523,8
Tfec,21426,transcription factor EC,0.3898,0.4734,0.7899,0.7469,8
Glra2,237213,glycine receptor alpha 2 subunit,0.3338,0.4154,0.8462,0.7464,8
Ret,19713,ret proto-oncogene,0.4628,0.3064,0.8318,0.7462,8
Angptl2,26360,angiopoietin-like 2,0.5830,0.3656,0.7255,0.7353,8
Sp8,320145,trans-acting transcription factor 8,0.4400,0.3053,0.8445,0.7239,8
St18,240690,suppression of tumorigenicity 18,0.3843,0.2987,0.8735,0.7200,8
Hnf1b,21410,HNF1 homeobox B,0.3984,0.5675,0.7206,0.7181,8
Plxna1,18844,plexin A1,0.1932,0.1410,0.9710,0.7166,8
Pbx4,80720,pre B cell leukemia homeobox 4,0.4961,0.4569,0.7383,0.7049,8
Adam10,11487,a disintegrin and metallopeptidase domain 10,0.4661,0.3930,0.7926,0.7039,8
Elf4,56501,E74-like factor 4 (ets domain transcription factor),0.3723,0.4108,0.8322,0.7024,8
Hoxd10,15430,homeobox D10,0.6069,0.4800,0.6335,0.6983,8
Dst,13518,dystonin,0.5207,0.4478,0.7268,0.6851,8
Mlx,21428,MAX-like protein X,0.5563,0.7578,0.3411,0.6804,8
Vax2,24113,ventral anterior homeobox containing gene 2,0.3313,0.4828,0.8107,0.6694,8
Hmgb1,15289,high mobility group box 1,0.1783,0.2195,0.9592,0.6617,8
Nhlh1,18071,nescient helix loop helix 1,0.1447,0.1899,0.9711,0.6580,8
Bhlha15,17341,basic helix-loop-helix family member a15,0.1208,0.1790,0.9764,0.6431,8
Styk1,243659,serine/threonine/tyrosine kinase 1,0.3375,0.4566,0.8231,0.6384,8
Foxj2,60611,forkhead box J2,0.9334,0.1827,0.3090,0.6358,8
Rarg,19411,retinoic acid receptor gamma,0.4892,0.8340,0.2550,0.6308,8
Trdmt1,13434,tRNA aspartic acid methyltransferase 1,0.5278,0.5353,0.6595,0.6290,8
Neurod6,11922,neurogenic differentiation 6,0.3585,0.4306,0.8283,0.6290,8
Irx3,16373,Iroquois related homeobox 3 (Drosophila),0.3867,0.4872,0.7830,0.6261,8
Cdh9,12565,cadherin 9,0.1066,0.2955,0.9494,0.6252,8
Dsc3,13507,desmocollin 3,0.3930,0.5687,0.7226,0.6236,8
Met,17295,met proto-oncogene,0.5878,0.4883,0.6450,0.6226,8
Btrc,12234,beta-transducin repeat containing protein,0.5373,0.6422,0.5468,0.6212,8
Ptk2,14083,PTK2 protein tyrosine kinase 2,0.3476,0.4678,0.8126,0.6164,8
Pygo1,72135,pygopus 1,0.5478,0.4293,0.7181,0.6151,8
Ahctf1,226747,AT hook containing transcription factor 1,0.1245,0.4012,0.9075,0.5993,8
Gpr139,209776,G protein-coupled receptor 139,0.4666,0.3939,0.7919,0.5993,8
Ghsr,208188,growth hormone secretagogue receptor,0.6375,0.5148,0.5731,0.5955,8
Ncoa1,17977,nuclear receptor coactivator 1,0.2451,0.4525,0.8574,0.5950,8
Gabra6,14399,gamma-aminobutyric acid (GABA) A receptor subunit alpha 6,0.4406,0.3854,0.8108,0.5931,8
Htr2a,15558,5-hydroxytryptamine (serotonin) receptor 2A,0.4459,0.7096,0.5456,0.5885,8
Myb,17863,myeloblastosis oncogene,0.5060,0.5428,0.6704,0.5883,8
Htr7,15566,5-hydroxytryptamine (serotonin) receptor 7,0.5577,0.6116,0.5611,0.5844,8
Chrna3,110834,cholinergic receptor nicotinic alpha polypeptide 3,0.4508,0.5217,0.7243,0.5821,8
B3galt2,26878,UDP-Gal:betaGlcNAc beta 1 3-galactosyltransferase polypeptide 2,0.3922,0.7545,0.5262,0.5742,8
Gnb4,14696,guanine nucleotide binding protein (G protein) beta 4,0.4336,0.4816,0.7616,0.5693,8
Chrna5,110835,cholinergic receptor nicotinic alpha polypeptide 5,0.5028,0.4627,0.7301,0.5653,8
Nfatc3,18021,nuclear factor of activated T cells cytoplasmic calcineurin dependent 3,0.4850,0.5323,0.6938,0.5585,8
6430573F11Rik,319582,RIKEN cDNA 6430573F11 gene,0.4921,0.4408,0.7507,0.5572,8
Trpv1,193034,transient receptor potential cation channel subfamily V member 1,0.4129,0.4707,0.7797,0.5538,8
Pcdh12,53601,protocadherin 12,0.2020,0.3600,0.9108,0.5527,8
Angpt1,11600,angiopoietin 1,0.1572,0.0334,0.9870,0.5464,8
Pcdh19,279653,protocadherin 19,0.4319,0.4355,0.7898,0.5462,8
Erg,13876,avian erythroblastosis virus E-26 (v-ets) oncogene related,0.5227,0.5981,0.6074,0.5420,8
Sox12,20667,SRY-box containing gene 12,0.5544,0.6205,0.5546,0.5393,8
Chrm5,213788,cholinergic receptor muscarinic 5,0.4065,0.4897,0.7713,0.5375,8
Adam19,11492,a disintegrin and metallopeptidase domain 19 (meltrin beta),0.4693,0.4444,0.7631,0.5268,8
Foxj3,230700,forkhead box J3,0.1845,0.4415,0.8781,0.5149,8
Id2,15902,inhibitor of DNA binding 2,0.3511,0.5277,0.7735,0.5140,8
Lypd1,72585,Ly6/Plaur domain containing 1,0.3754,0.5047,0.7774,0.5117,8
Hmgn3,94353,high mobility group nucleosomal binding domain 3,0.3864,0.4891,0.7820,0.5113,8
Epha10,230735,Eph receptor A10,0.2520,0.4988,0.8293,0.5083,8
Col6a1,12833,collagen type VI alpha 1,0.0649,0.2880,0.9554,0.5019,8
Pthlh,19227,parathyroid hormone-like peptide,0.4393,0.5913,0.6764,0.5002,8
Evx2,14029,even skipped homeotic gene 2 homolog,0.2099,0.1748,0.9620,0.4876,8
Frat2,212398,frequently rearranged in advanced T cell lymphomas 2,0.1005,0.5307,0.8416,0.4847,8
Fzd9,14371,frizzled homolog 9 (Drosophila),0.0428,0.2766,0.9600,0.4805,8
Trpc5,22067,transient receptor potential cation channel subfamily C member 5,0.2558,0.6199,0.7418,0.4777,8
Scn10a,20264,sodium channel voltage-gated type X alpha,0.0248,0.5853,0.8104,0.4687,8
Plcg1,18803,phospholipase C gamma 1,0.3218,0.6218,0.7140,0.4651,8
Foxp2,114142,forkhead box P2,0.1065,0.7716,0.6272,0.4644,8
Galr1,14427,galanin receptor 1,0.3625,0.4742,0.8023,0.4593,8
Hdac2,15182,histone deacetylase 2,0.3318,0.2337,0.9140,0.4544,8
Evi5,14020,ecotropic viral integration site 5,0.0262,0.5128,0.8581,0.4523,8
Ssrp1,20833,structure specific recognition protein 1,0.0497,0.3221,0.9454,0.4504,8
Sparc,20692,secreted acidic cysteine rich glycoprotein,0.5181,0.3500,0.7804,0.4389,8
Fgf23,64654,fibroblast growth factor 23,0.1160,0.7193,0.6850,0.4336,8
Gabrr1,14408,gamma-aminobutyric acid (GABA) C receptor subunit rho 1,0.1322,0.6172,0.7756,0.4278,8
Ndel1,83431,nuclear distribution gene E-like homolog 1 (A. nidulans),0.0371,0.3908,0.9197,0.4073,8
Dlx1,13390,distal-less homeobox 1,0.1808,0.3459,0.9207,0.3817,8
Epha7,13841,Eph receptor A7,0.0830,0.4906,0.8674,0.3806,8
St7,64213,suppression of tumorigenicity 7,0.7999,0.4101,0.4382,0.3701,8
Pou3f2,18992,POU domain class 3 transcription factor 2,0.3447,0.4511,0.8232,0.3664,8
Pafah1b1,18472,platelet-activating factor acetylhydrolase isoform 1b subunit 1,0.1369,0.3823,0.9139,0.3629,8
Fyn,14360,Fyn proto-oncogene,0.2859,0.6070,0.7415,0.3545,8
Dlx5,13395,distal-less homeobox 5,0.2574,0.0760,0.9633,0.3412,8
Srd5a1,78925,steroid 5 alpha-reductase 1,0.1205,0.5095,0.8520,0.3360,8
Cotl1,72042,coactosin-like 1 (Dictyostelium),0.0380,0.3966,0.9172,0.3304,8
Psd,73728,pleckstrin and Sec7 domain containing,0.1780,0.4145,0.8925,0.2709,8
Fez1,235180,fasciculation and elongation protein zeta 1 (zygin I),0.0989,0.1823,0.9783,0.2183,8
Csnk2a2,13000,casein kinase 2 alpha prime polypeptide,0.2775,0.2443,0.9291,0.1069,8
Nfix,18032,nuclear factor I/X,0.1190,0.0305,0.9924,0.0917,8
 ,, ,,,,,
Cdh20,23836,cadherin 20,0.5359,0.4464,0.7166,0.9226,9
Hoxa9,15405,homeobox A9,0.5344,0.4845,0.6926,0.8967,9
Adcy1,432530,adenylate cyclase 1,0.4454,0.5903,0.6732,0.8230,9
Tgfbr2,21813,transforming growth factor beta receptor II,0.8028,0.5667,0.1854,0.8024,9
Prox1,19130,prospero-related homeobox 1,0.7329,0.6570,0.1769,0.7964,9
Rock2,19878,Rho-associated coiled-coil containing protein kinase 2,0.8216,0.5176,0.2389,0.7823,9
Zdhhc2,70546,zinc finger DHHC domain containing 2,0.7945,0.6051,0.0522,0.7731,9
Pvrl1,58235,poliovirus receptor-related 1,0.3979,0.3471,0.8492,0.7517,9
Htr4,15562,5 hydroxytryptamine (serotonin) receptor 4,0.8156,0.5609,0.1421,0.7329,9
Htr1b,15551,5-hydroxytryptamine (serotonin) receptor 1B,0.3580,0.5313,0.7678,0.7295,9
Cfc1,12627,cripto FRL-1 cryptic family 1,0.7017,0.7066,0.0909,0.7266,9
Tle6,114606,transducin-like enhancer of split 6 homolog of Drosophila E(spl),0.9285,0.3219,0.1851,0.7200,9
Chrnb3,108043,cholinergic receptor nicotinic beta polypeptide 3,0.7760,0.6260,0.0769,0.7169,9
Cyp39a1,56050,cytochrome P450 family 39 subfamily a polypeptide 1,0.7506,0.5220,0.4052,0.7061,9
Mylk,107589,myosin light polypeptide kinase,0.8946,0.4424,0.0631,0.6987,9
Bcat1,12035,branched chain aminotransferase 1 cytosolic,0.3368,0.7083,0.6204,0.6970,9
Pdgfra,18595,platelet derived growth factor receptor alpha polypeptide,0.6645,0.7132,0.2231,0.6954,9
Rhox8,434768,reproductive homeobox 8,0.7160,0.6461,0.2643,0.6903,9
Foxa3,15377,forkhead box A3,0.7228,0.4999,0.4771,0.6901,9
Gabrg1,14405,gamma-aminobutyric acid (GABA) A receptor subunit gamma 1,0.9832,0.0114,0.1824,0.6897,9
Sema4a,20351,sema domain immunoglobulin domain (Ig) transmembrane domain (TM) and short cytoplasmic domain (semaphorin) 4A,0.7246,0.5158,0.4571,0.6849,9
Sema3d,108151,sema domain immunoglobulin domain (Ig) short basic domain secreted (semaphorin) 3D,0.8158,0.5214,0.2501,0.6773,9
Aph1b,208117,anterior pharynx defective 1b homolog (C. elegans),0.7452,0.5180,0.4199,0.6772,9
Fzd7,14369,frizzled homolog 7 (Drosophila),0.7782,0.5511,0.3013,0.6752,9
Dbh,13166,dopamine beta hydroxylase,0.6825,0.5476,0.4841,0.6739,9
Bmp8a,12163,bone morphogenetic protein 8a,0.6875,0.5350,0.4911,0.6722,9
Acvr1,11477,activin A receptor type 1,0.6413,0.4189,0.6428,0.6682,9
Clstn2,64085,calsyntenin 2,0.2133,0.1896,0.9584,0.6656,9
Ebf4,228598,early B cell factor 4,0.8253,0.5640,0.0271,0.6630,9
Bcl9,77578,B cell CLL/lymphoma 9,0.7779,0.5231,0.3481,0.6618,9
Grk4,14772,G protein-coupled receptor kinase 4,0.9455,0.2702,0.1815,0.6597,9
Ctnnbip1,67087,catenin beta interacting protein 1,0.4838,0.4621,0.7433,0.6540,9
Gdnf,14573,glial cell line derived neurotrophic factor,0.4771,0.3567,0.8032,0.6493,9
Acvr1b,11479,activin A receptor type 1B,0.3594,0.4876,0.7957,0.6492,9
Bambi,68010,BMP and activin membrane-bound inhibitor homolog (Xenopus laevis),0.4637,0.2676,0.8446,0.6445,9
Sema3a,20346,sema domain immunoglobulin domain (Ig) short basic domain secreted (semaphorin) 3A,0.5380,0.3797,0.7526,0.6400,9
Apc,11789,adenomatosis polyposis coli,0.2441,0.2433,0.9387,0.6383,9
Nrxn1,18189,neurexin I,0.1746,0.1729,0.9693,0.6275,9
Invs,16348,inversin,0.3082,0.5283,0.7911,0.6252,9
Cntn6,53870,contactin 6,0.5377,0.4178,0.7324,0.6199,9
Drd3,13490,dopamine receptor D3,0.5122,0.3422,0.7877,0.6123,9
Vegfc,22341,vascular endothelial growth factor C,0.7516,0.6147,0.2394,0.6064,9
Trib2,217410,tribbles homolog 2 (Drosophila),0.6299,0.5210,0.5760,0.6050,9
Cux2,13048,cut-like homeobox 2,0.9050,0.0295,0.4245,0.6021,9
Gabrq,57249,gamma-aminobutyric acid (GABA) A receptor subunit theta,0.4128,0.1113,0.9040,0.5986,9
Sipa1l2,244668,signal-induced proliferation-associated 1 like 2,0.5084,0.4135,0.7553,0.5979,9
Gabrr2,14409,gamma-aminobutyric acid (GABA) C receptor subunit rho 2,0.2988,0.2912,0.9088,0.5944,9
Meis3,17537,Meis homeobox 3,0.9943,0.0142,0.1055,0.5915,9
Cbln4,228942,cerebellin 4 precursor protein,0.6024,0.7982,0.0067,0.5881,9
Bhlhe40,20893,basic helix-loop-helix family member e40,0.6120,0.4865,0.6235,0.5880,9
Pnoc,18155,prepronociceptin,0.4445,0.3028,0.8431,0.5875,9
Car10,72605,carbonic anhydrase 10,0.0925,0.1254,0.9878,0.5860,9
Dvl3,13544,dishevelled 3 dsh homolog (Drosophila),0.4525,0.3415,0.8238,0.5858,9
LOC433228,433228,hypothetical gene supported by AK082257,0.3297,0.3281,0.8852,0.5854,9
Plekhg1,213783,pleckstrin homology domain containing family G (with RhoGef domain) member 1,0.3461,0.2719,0.8979,0.5832,9
Mtf1,17764,metal response element binding transcription factor 1,0.5068,0.4359,0.7437,0.5826,9
Slc17a7,72961,solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter) member 7,0.0031,0.9998,0.0217,0.5823,9
Tiam1,21844,T cell lymphoma invasion and metastasis 1,0.3195,0.3365,0.8858,0.5818,9
Loxl1,16949,lysyl oxidase-like 1,0.6178,0.5712,0.5404,0.5799,9
Gch1,14528,GTP cyclohydrolase 1,0.5583,0.3221,0.7646,0.5768,9
Alk,11682,anaplastic lymphoma kinase,0.4492,0.1388,0.8826,0.5757,9
Gfap,14580,glial fibrillary acidic protein,0.6882,0.4985,0.5272,0.5738,9
Grm2,108068,glutamate receptor metabotropic 2,0.4974,0.3459,0.7956,0.5733,9
Cacng5,140723,calcium channel voltage-dependent gamma subunit 5,0.3522,0.2661,0.8973,0.5698,9
Bmpr1a,12166,bone morphogenetic protein receptor type 1A,0.4651,0.3389,0.8178,0.5691,9
Npas1,18142,neuronal PAS domain protein 1,0.3722,0.3750,0.8490,0.5681,9
Astn1,11899,astrotactin 1,0.0926,0.1208,0.9884,0.5678,9
Boc,117606,biregional cell adhesion molecule-related/down-regulated by oncogenes (Cdon) binding protein,0.5107,0.3636,0.7791,0.5669,9
Obox5,252829,oocyte specific homeobox 5,0.1293,0.6082,0.7832,0.5621,9
Cdh10,320873,cadherin 10,0.2865,0.2880,0.9138,0.5574,9
Itgb8,320910,integrin beta 8,0.5259,0.4725,0.7072,0.5560,9
Six2,20472,sine oculis-related homeobox 2 homolog (Drosophila),0.0665,0.1887,0.9798,0.5559,9
A930038C07Rik,68169,RIKEN cDNA A930038C07 gene,0.2236,0.2386,0.9450,0.5516,9
Gabra5,110886,gamma-aminobutyric acid (GABA) A receptor subunit alpha 5,0.5046,0.8514,0.1435,0.5491,9
Ehf,13661,ets homologous factor,0.0109,0.8903,0.4553,0.5462,9
Apc2,23805,adenomatosis polyposis coli 2,0.7194,0.4923,0.4901,0.5461,9
Crym,12971,crystallin mu,0.2106,0.3305,0.9200,0.5439,9
Adcyap1r1,11517,adenylate cyclase activating polypeptide 1 receptor 1,0.2793,0.0112,0.9601,0.5439,9
Gpr26,233919,G protein-coupled receptor 26,0.2314,0.9706,0.0658,0.5421,9
Cpne7,102278,copine VII,0.1500,0.2143,0.9652,0.5413,9
Tfcp2,21422,transcription factor CP2,0.0077,0.0584,0.9983,0.5355,9
Mafk,17135,v-maf musculoaponeurotic fibrosarcoma oncogene family protein K (avian),0.3248,0.7426,0.5856,0.5354,9
Calb2,12308,calbindin 2,0.5257,0.7023,0.4799,0.5349,9
Rtn4r,65079,reticulon 4 receptor,0.1637,0.3147,0.9350,0.5348,9
Hhex,15242,hematopoietically expressed homeobox,0.3047,0.2715,0.9129,0.5318,9
Pak1,18479,p21 protein (Cdc42/Rac)-activated kinase 1,0.0430,0.0707,0.9966,0.5292,9
Tfap2c,21420,transcription factor AP-2 gamma,0.4622,0.3228,0.8260,0.5287,9
Igfbp5,16011,insulin-like growth factor binding protein 5,0.5796,0.6230,0.5253,0.5284,9
Npsr1,319239,neuropeptide S receptor 1,0.4450,0.4464,0.7764,0.5284,9
Chst2,54371,carbohydrate sulfotransferase 2,0.2935,0.2597,0.9200,0.5267,9
Cacna2d1,12293,calcium channel voltage-dependent alpha2/delta subunit 1,0.2253,0.2773,0.9340,0.5259,9
Mef2c,17260,myocyte enhancer factor 2C,0.9106,0.3896,0.1382,0.5257,9
Cacna1a,12286,calcium channel voltage-dependent P/Q type alpha 1A subunit,0.1132,0.1667,0.9795,0.5225,9
Aatk,11302,apoptosis-associated tyrosine kinase,0.7476,0.5265,0.4048,0.5220,9
Atf2,11909,activating transcription factor 2,0.0481,0.1292,0.9904,0.5210,9
Inhba,16323,inhibin beta-A,0.3052,0.4318,0.8487,0.5208,9
Tyro3,22174,TYRO3 protein tyrosine kinase 3,0.0142,0.1749,0.9845,0.5193,9
Trim36,28105,tripartite motif-containing 36,0.6079,0.3763,0.6992,0.5168,9
Slc6a1,232333,solute carrier family 6 (neurotransmitter transporter GABA) member 1,0.1508,0.3602,0.9206,0.5166,9
Gabrb2,14401,gamma-aminobutyric acid (GABA) A receptor subunit beta 2,0.6854,0.5454,0.4823,0.5137,9
Plcxd2,433022,phosphatidylinositol-specific phospholipase C X domain containing 2,0.3439,0.4613,0.8179,0.5134,9
Cadm1,54725,cell adhesion molecule 1,0.1457,0.1418,0.9791,0.5134,9
Atp1b2,11932,ATPase Na+/K+ transporting beta 2 polypeptide,0.0809,0.1594,0.9839,0.5102,9
Pou4f2,18997,POU domain class 4 transcription factor 2,0.4823,0.4689,0.7399,0.5099,9
Tsc2,22084,tuberous sclerosis 2,0.3205,0.1401,0.9368,0.5096,9
Cnr1,12801,cannabinoid receptor 1 (brain),0.2632,0.2995,0.9171,0.5094,9
Psen1,19164,presenilin 1,0.7029,0.5619,0.4361,0.5083,9
Large,16795,like-glycosyltransferase,0.1341,0.5071,0.8514,0.5062,9
Ltk,17005,leukocyte tyrosine kinase,0.5459,0.4708,0.6930,0.5056,9
Rai1,19377,retinoic acid induced 1,0.8746,0.4810,0.0606,0.5039,9
Ntm,235106,neurotrimin,0.3075,0.2584,0.9158,0.5015,9
Hoxb2,103889,homeobox B2,0.4518,0.3678,0.8128,0.5001,9
Cacng7,81904,calcium channel voltage-dependent gamma subunit 7,0.6863,0.4768,0.5492,0.4974,9
Fgf4,14175,fibroblast growth factor 4,0.4506,0.6451,0.6171,0.4927,9
Pbx2,18515,pre B cell leukemia homeobox 2,0.6562,0.3406,0.6733,0.4882,9
Foxq1,15220,forkhead box Q1,0.6973,0.4667,0.5440,0.4875,9
Slc6a11,243616,solute carrier family 6 (neurotransmitter transporter GABA) member 11,0.1161,0.1885,0.9752,0.4871,9
Cic,71722,capicua homolog (Drosophila),0.5233,0.5016,0.6888,0.4848,9
Rela,19697,v-rel reticuloendotheliosis viral oncogene homolog A (avian),0.0893,0.2418,0.9662,0.4829,9
Atp1a2,98660,ATPase Na+/K+ transporting alpha 2 polypeptide,0.3338,0.3134,0.8890,0.4805,9
Gpx3,14778,glutathione peroxidase 3,0.0814,0.1216,0.9892,0.4793,9
Cdk5r1,12569,cyclin-dependent kinase 5 regulatory subunit 1 (p35),0.4427,0.7809,0.4408,0.4788,9
Gdf15,23886,growth differentiation factor 15,0.3927,0.5032,0.7698,0.4787,9
Gdf10,14560,growth differentiation factor 10,0.3724,0.3633,0.8540,0.4780,9
Cacna2d3,12294,calcium channel voltage-dependent alpha2/delta subunit 3,0.1725,0.2377,0.9559,0.4776,9
Satb1,20230,special AT-rich sequence binding protein 1,0.0641,0.0053,0.9979,0.4757,9
Glul,14645,glutamate-ammonia ligase (glutamine synthetase),0.1664,0.1289,0.9776,0.4752,9
Maged1,94275,melanoma antigen family D 1,0.9125,0.4058,0.0520,0.4723,9
Cst3,13010,cystatin C,0.1661,0.0332,0.9856,0.4654,9
Jdp2,81703,Jun dimerization protein 2,0.0509,0.8106,0.5833,0.4607,9
Camta1,100072,calmodulin binding transcription activator 1,0.4077,0.0799,0.9096,0.4534,9
Marcksl1,17357,MARCKS-like 1,0.3570,0.3660,0.8594,0.4489,9
Ecel1,13599,endothelin converting enzyme-like 1,0.7976,0.5577,0.2298,0.4465,9
Plxnb2,140570,plexin B2,0.7035,0.3640,0.6105,0.4446,9
Trpc4,22066,transient receptor potential cation channel subfamily C member 4,0.0447,0.1168,0.9921,0.4444,9
Gria2,14800,glutamate receptor ionotropic AMPA2 (alpha 2),0.0992,0.2382,0.9661,0.4422,9
Grm8,14823,glutamate receptor metabotropic 8,0.4187,0.5594,0.7153,0.4419,9
Satb2,212712,special AT-rich sequence binding protein 2,0.3621,0.3497,0.8640,0.4416,9
Aes,14797,amino-terminal enhancer of split,0.6526,0.4958,0.5730,0.4396,9
Nlk,18099,nemo like kinase,0.5277,0.6621,0.5321,0.4393,9
