GENE,GENEID,GENEFULLNAME,GA,MGOX,MGOY,MGOZ,CLUSTER
Chrm3,12671,cholinergic_receptor__muscarinic_3__cardiac,0.5345,0.1053,0.2023,0.9736,6
Tsc1,64930,tuberous_sclerosis_1,0.5272,0.2826,0.9524,0.1147,6
Glra2,237213,glycine_receptor__alpha_2_subunit,0.5253,0.2239,0.5777,0.7849,6
Gabrg2,14406,gamma-aminobutyric_acid_(GABA)_A_receptor__subunit_gamma_2,0.5054,0.0643,0.0863,0.9942,6
Sfrp2,20319,secreted_frizzled-related_protein_2,0.4988,0.1474,0.3824,0.9122,6
Rxra,20181,retinoid_X_receptor_alpha,0.4939,0.2009,0.6840,0.7013,6
Cdh6,12563,cadherin_6,0.4923,0.1842,0.4205,0.8884,6
Nrcam,319504,neuron-glia-CAM-related_cell_adhesion_molecule,0.4894,0.0583,0.3898,0.9191,6
Myt1,17932,myelin_transcription_factor_1,0.4883,0.1212,0.2138,0.9693,6
Akna,100182,AT-hook_transcription_factor,0.4813,0.2015,0.5922,0.7802,6
Accn1,11418,amiloride-sensitive_cation_channel_1__neuronal_(degenerin),0.4809,0.1555,0.5415,0.8262,6
Clstn2,64085,calsyntenin_2,0.4770,0.1135,0.2097,0.9712,6
Apba1,319924,amyloid_beta_(A4)_precursor_protein_binding__family_A__member_1,0.4764,0.1177,0.3371,0.9341,6
Dst,13518,dystonin,0.4747,0.2200,0.6832,0.6962,6
Mycl1,16918,v-myc_myelocytomatosis_viral_oncogene_homolog_1__lung_carcinoma_derived_(avian),0.4679,0.1683,0.2948,0.9406,6
Tle3,21887,transducin-like_enhancer_of_split_3__homolog_of_Drosophila_E(spl),0.4653,0.1644,0.2462,0.9552,6
Pomc,18976,pro-opiomelanocortin-alpha,0.4644,0.1218,0.3699,0.9210,6
Gabra4,14397,gamma-aminobutyric_acid_(GABA)_A_receptor__subunit_alpha_4,0.4641,0.1511,0.4622,0.8738,6
Axin2,12006,axin2,0.4621,0.1347,0.0925,0.9866,6
Id2,15902,inhibitor_of_DNA_binding_2,0.4605,0.2363,0.7109,0.6625,6
Unc5c,22253,unc-5_homolog_C_(C._elegans),0.4501,0.2016,0.4816,0.8529,6
Atf2,11909,activating_transcription_factor_2,0.4489,0.1000,0.4234,0.9004,6
Dnmt3a,13435,DNA_methyltransferase_3A,0.4471,0.2491,0.5556,0.7933,6
Tgfbr3,21814,transforming_growth_factor__beta_receptor_III,0.4390,0.1305,0.3084,0.9423,6
Trps1,83925,trichorhinophalangeal_syndrome_I_(human),0.4352,0.1516,0.3525,0.9234,6
Cntn3,18488,contactin_3,0.4333,0.1725,0.3792,0.9091,6
Neo1,18007,neogenin,0.4300,0.1883,0.3915,0.9007,6
Htr1f,15557,5-hydroxytryptamine_(serotonin)_receptor_1F,0.4298,0.1914,0.5350,0.8229,6
Col16a1,107581,collagen__type_XVI__alpha_1,0.4295,0.1249,0.3263,0.9370,6
Trim28,21849,tripartite_motif-containing_28,0.4287,0.1888,0.4181,0.8885,6
Car10,72605,carbonic_anhydrase_10,0.4222,0.0722,0.1091,0.9914,6
Drd1a,13488,dopamine_receptor_D1A,0.4155,0.1092,0.1352,0.9848,6
Prom1,19126,prominin_1,0.4098,0.1711,0.4666,0.8678,6
Large,16795,like-glycosyltransferase,0.3993,0.1603,0.5775,0.8005,6
Mta1,116870,metastasis_associated_1,0.3960,0.1406,0.3825,0.9132,6
Ddit3,13198,DNA-damage_inducible_transcript_3,0.3949,0.2147,0.3831,0.8984,6
Gpr56,14766,G_protein-coupled_receptor_56,0.3939,0.0614,0.1437,0.9877,6
Cd44,12505,CD44_antigen,0.3928,0.1682,0.1674,0.9714,6
Sst,20604,somatostatin,0.3922,0.1419,0.2464,0.9587,6
Acvr1b,11479,activin_A_receptor__type_1B,0.3863,0.1839,0.6043,0.7752,6
Mesp2,17293,mesoderm_posterior_2,0.3706,0.1262,0.4243,0.8967,6
Mxi1,17859,Max_interacting_protein_1,0.3608,0.3013,0.5953,0.7449,6
Vat1l,270097,vesicle_amine_transport_protein_1_homolog-like_(T._californica),0.3592,0.1666,0.5394,0.8254,6
Pcdhga12,93724,protocadherin_gamma_subfamily_A__12,0.3545,0.2022,0.3117,0.9284,6
Pcdh1,75599,protocadherin_1,0.3540,0.2124,0.6021,0.7697,6
6330527O06Rik,76161,RIKEN_cDNA_6330527O06_gene,0.3536,0.1650,0.4545,0.8753,6
Wnt8a,20890,wingless-related_MMTV_integration_site_8A,0.3531,0.0882,0.1886,0.9781,6
Ahi1,52906,Abelson_helper_integration_site_1,0.3523,0.1833,0.5930,0.7841,6
Bhlhe22,59058,basic_helix-loop-helix_family__member_e22,0.3502,0.1744,0.5524,0.8151,6
Ctnnbip1,67087,catenin_beta_interacting_protein_1,0.3500,0.2016,0.4469,0.8716,6
Slit1,20562,slit_homolog_1_(Drosophila),0.3496,0.1122,0.2370,0.9650,6
Maoa,17161,monoamine_oxidase_A,0.3419,0.1704,0.3134,0.9342,6
Foxb2,14240,forkhead_box_B2,0.3413,0.1102,0.4415,0.8905,6
Csnk2a1,12995,casein_kinase_2__alpha_1_polypeptide,0.3382,0.0466,0.0210,0.9987,6
Foxd3,15221,forkhead_box_D3,0.3375,0.1418,0.3369,0.9308,6
Syt10,54526,synaptotagmin_X,0.3355,0.1292,0.1551,0.9794,6
Pldn,18457,pallidin,0.3339,0.1239,0.3263,0.9371,6
Adnp2,240442,ADNP_homeobox_2,0.3299,0.1274,0.5186,0.8455,6
Zfpm2,22762,zinc_finger_protein__multitype_2,0.3223,0.2211,0.4906,0.8428,6
Cux1,13047,cut-like_homeobox_1,0.3193,0.1503,0.3649,0.9188,6
Chrna6,11440,cholinergic_receptor__nicotinic__alpha_polypeptide_6,0.3180,0.2464,0.7068,0.6631,6
Pkd1,18763,polycystic_kidney_disease_1_homolog,0.3149,0.1292,0.2839,0.9501,6
Ret,19713,ret_proto-oncogene,0.3126,0.2023,0.4629,0.8630,6
Myh10,77579,myosin__heavy_polypeptide_10__non-muscle,0.3086,0.3128,0.4418,0.8408,6
Sncg,20618,synuclein__gamma,0.3037,0.1556,0.3755,0.9137,6
Col2a1,12824,collagen__type_II__alpha_1,0.3017,0.1591,0.2016,0.9665,6
Ctsr,56835,cathepsin_R,0.2961,0.3989,0.9167,0.0255,6
Foxk1,17425,forkhead_box_K1,0.2940,0.2460,0.6324,0.7345,6
Dvl2,13543,dishevelled_2__dsh_homolog_(Drosophila),0.2927,0.1369,0.2343,0.9625,6
Pnn,18949,pinin,0.2906,0.2019,0.3598,0.9109,6
Nrn1,68404,neuritin_1,0.2793,0.0700,0.1488,0.9864,6
Adnp,11538,activity-dependent_neuroprotective_protein,0.2765,0.2015,0.5864,0.7845,6
Aplp1,11803,amyloid_beta_(A4)_precursor-like_protein_1,0.2716,0.1443,0.2809,0.9488,6
Csnk1e,27373,casein_kinase_1__epsilon,0.2663,0.3173,0.5766,0.7529,6
Slc9a9,331004,solute_carrier_family_9_(sodium/hydrogen_exchanger)__member_9,0.2618,0.3074,0.4789,0.8223,6
Fgf10,14165,fibroblast_growth_factor_10,0.2608,0.4631,0.8035,0.3740,6
Ecel1,13599,endothelin_converting_enzyme-like_1,0.2543,0.9597,0.1890,0.2081,6
Dmbx1,140477,diencephalon/mesencephalon_homeobox_1,0.2490,0.2541,0.4700,0.8453,6
Gabra2,14395,gamma-aminobutyric_acid_(GABA)_A_receptor__subunit_alpha_2,0.2456,0.3436,0.6070,0.7166,6
Adcyap1,11516,adenylate_cyclase_activating_polypeptide_1,0.2451,0.5543,0.7005,0.4495,6
Gbx2,14472,gastrulation_brain_homeobox_2,0.2432,0.1723,0.3132,0.9339,6
Npsr1,319239,neuropeptide_S_receptor_1,0.2366,0.1653,0.4538,0.8756,6
Akt1,11651,thymoma_viral_proto-oncogene_1,0.2337,0.2732,0.3917,0.8786,6
Pgr,18667,progesterone_receptor,0.2289,0.6209,0.7660,0.1663,6
Tlx2,21909,T_cell_leukemia__homeobox_2,0.2250,0.2812,0.4780,0.8321,6
Cartpt,27220,CART_prepropeptide,0.2242,0.1139,0.3819,0.9172,6
Gpr26,233919,G_protein-coupled_receptor_26,0.2237,0.3763,0.7065,0.5994,6
Rac1,19353,RAS-related_C3_botulinum_substrate_1,0.2235,0.3656,0.5871,0.7223,6
Col11a1,12814,collagen__type_XI__alpha_1,0.2219,0.2300,0.2924,0.9282,6
Foxq1,15220,forkhead_box_Q1,0.2212,0.7922,0.4159,0.4467,6
Gabrb2,14401,gamma-aminobutyric_acid_(GABA)_A_receptor__subunit_beta_2,0.2175,0.6439,0.7620,0.0696,6
Mafb,16658,v-maf_musculoaponeurotic_fibrosarcoma_oncogene_family__protein_B_(avian),0.2170,0.1370,0.4640,0.8752,6
App,11820,amyloid_beta_(A4)_precursor_protein,0.2168,0.7850,0.6056,-0.1303,6
Col12a1,12816,collagen__type_XII__alpha_1,0.2147,0.2514,0.3874,0.8870,6
Cd47,16423,CD47_antigen_(Rh-related_antigen__integrin-associated_signal_transducer),0.2135,0.1387,0.3585,0.9232,6
Slc6a11,243616,solute_carrier_family_6_(neurotransmitter_transporter__GABA)__member_11,0.2083,0.1202,0.3164,0.9410,6
Cnr1,12801,cannabinoid_receptor_1_(brain),0.2081,0.1850,0.1515,0.9710,6
Hif3a,53417,hypoxia_inducible_factor_3__alpha_subunit,0.2056,0.1550,0.2266,0.9616,6
Ebf4,228598,early_B_cell_factor_4,0.2041,0.7079,0.6935,0.1341,6
Atoh1,11921,atonal_homolog_1_(Drosophila),0.2032,0.0801,0.3452,0.9351,6
Penk,18619,preproenkephalin,0.2028,0.9555,0.2290,-0.1860,6
Runx1,12394,runt_related_transcription_factor_1,0.2001,0.2446,0.2922,0.9245,6
Tph2,216343,tryptophan_hydroxylase_2,0.1992,0.2357,0.3530,0.9055,6
Nts,67405,neurotensin,0.1972,0.5277,0.0858,0.8451,6
Hoxc4,15423,homeobox_C4,0.1967,0.0012,0.3731,0.9278,6
Csnk1a1,93687,casein_kinase_1__alpha_1,0.1940,0.1820,0.4433,0.8777,6
Cdc42,12540,cell_division_cycle_42_homolog_(S._cerevisiae),0.1900,0.1873,0.5550,0.8105,6
Gabbr2,242425,gamma-aminobutyric_acid_(GABA)_B_receptor__2,0.1889,0.3132,0.5078,0.8025,6
Lrp1,16971,low_density_lipoprotein_receptor-related_protein_1,0.1831,0.4498,0.4948,0.7435,6
Slc18a3,20508,solute_carrier_family_18_(vesicular_monoamine)__member_3,0.1806,0.2640,0.3679,0.8916,6
Cux2,13048,cut-like_homeobox_2,0.1784,0.8983,0.2986,-0.3223,6
Ascl1,17172,achaete-scute_complex_homolog_1_(Drosophila),0.1775,0.8361,0.0198,0.5482,6
Sema4g,26456,sema_domain__immunoglobulin_domain_(Ig)__transmembrane_domain_(TM)_and_short_cytoplasmic_domain__(semaphorin)_4G,0.1745,0.9029,-0.1398,0.4066,6
Fam189a2,381217,family_with_sequence_similarity_189__member_A2,0.1713,0.2197,0.4224,0.8794,6
Myf6,17878,myogenic_factor_6,0.1691,0.2763,0.6249,0.7302,6
Rptor,74370,regulatory_associated_protein_of_MTOR__complex_1,0.1683,0.2531,0.4771,0.8416,6
Wisp1,22402,WNT1_inducible_signaling_pathway_protein_1,0.1648,0.2424,0.3689,0.8973,6
Bcl9,77578,B_cell_CLL/lymphoma_9,0.1642,0.4853,0.4831,0.7287,6
Sema4a,20351,sema_domain__immunoglobulin_domain_(Ig)__transmembrane_domain_(TM)_and_short_cytoplasmic_domain__(semaphorin)_4A,0.1640,0.5161,-0.0036,-0.8565,6
Nos1,18125,nitric_oxide_synthase_1__neuronal,0.1603,0.1586,0.0628,0.9853,6
Ngef,53972,neuronal_guanine_nucleotide_exchange_factor,0.1568,0.1817,-0.1564,-0.9708,6
Hivep1,110521,human_immunodeficiency_virus_type_I_enhancer_binding_protein_1,0.1526,0.2069,0.4403,0.8737,6
Atp1a2,98660,ATPase__Na+/K+_transporting__alpha_2_polypeptide,0.1510,0.3525,-0.4817,0.8023,6
Cdh10,320873,cadherin_10,0.1484,0.7233,0.0326,-0.6898,6
Chrm1,12669,cholinergic_receptor__muscarinic_1__CNS,0.1411,0.5814,0.1590,-0.7979,6
Th,21823,tyrosine_hydroxylase,0.1309,0.2311,0.2568,0.9384,6
Camta1,100072,calmodulin_binding_transcription_activator_1,0.1293,0.1916,0.0882,0.9775,6
Cntn1,12805,contactin_1,0.1291,0.6050,0.3876,0.6955,6
Pcdh10,18526,protocadherin_10,0.1188,0.3925,0.4754,0.7873,6
Bmpr2,12168,bone_morphogenic_protein_receptor__type_II_(serine/threonine_kinase),0.1185,0.9038,-0.2522,-0.3457,6
Pcdh11x,245578,protocadherin_11_X-linked,0.1175,0.2320,0.2748,0.9331,6
C1qa,12259,complement_component_1__q_subcomponent__alpha_polypeptide,0.1140,0.1406,-0.0292,0.9896,6
Cited2,17684,Cbp/p300-interacting_transactivator__with_Glu/Asp-rich_carboxy-terminal_domain__2,0.1129,0.1932,0.2737,0.9422,6
Tac1,21333,tachykinin_1,0.1082,0.1724,0.1647,0.9712,6
Pou3f4,18994,POU_domain__class_3__transcription_factor_4,0.1039,0.3313,0.3546,0.8744,6
Itga3,16400,integrin_alpha_3,0.1019,0.2889,0.4212,0.8597,6
Cadm3,94332,cell_adhesion_molecule_3,0.1006,0.1567,0.3150,0.9361,6
Grik1,14805,glutamate_receptor__ionotropic__kainate_1,0.0972,0.4739,0.2296,0.8501,6
Ntm,235106,neurotrimin,0.0954,0.5868,0.2633,0.7657,6
Shox2,20429,short_stature_homeobox_2,0.0923,0.2796,0.2826,0.9176,6
Scg2,20254,secretogranin_II,0.0867,0.2536,-0.1039,0.9617,6
Vegfa,22339,vascular_endothelial_growth_factor_A,0.0853,0.1415,-0.1679,0.9756,6
Epha6,13840,Eph_receptor_A6,0.0840,0.3297,0.1236,0.9360,6
Pax9,18511,paired_box_gene_9,0.0821,0.2114,-0.6740,0.7078,6
C1ql2,226359,complement_component_1__q_subcomponent-like_2,0.0796,0.3603,0.4339,0.8258,6
Snca,20617,synuclein__alpha,0.0776,0.2695,0.1398,0.9528,6
Gabrq,57249,gamma-aminobutyric_acid_(GABA)_A_receptor__subunit_theta,0.0713,0.4059,0.0416,0.9130,6
Rai1,19377,retinoic_acid_induced_1,0.0700,0.2848,0.4218,0.8608,6
Necab2,117148,N-terminal_EF-hand_calcium_binding_protein_2,0.0683,0.3384,0.1027,0.9354,6
Alcam,11658,activated_leukocyte_cell_adhesion_molecule,0.0655,0.2543,-0.0102,0.9671,6
Aldh4a1,212647,aldehyde_dehydrogenase_4_family__member_A1,0.0644,0.4835,-0.1422,0.8637,6
Scg3,20255,secretogranin_III,0.0626,0.1821,-0.0969,0.9785,6
Satb1,20230,special_AT-rich_sequence_binding_protein_1,0.0578,0.2244,0.0977,0.9696,6
Pde1a,18573,phosphodiesterase_1A__calmodulin-dependent,0.0563,0.4925,-0.0864,0.8660,6
Pnoc,18155,prepronociceptin,0.0537,0.5672,0.1131,0.8158,6
Apba2,11784,amyloid_beta_(A4)_precursor_protein-binding__family_A__member_2,0.0531,0.2362,0.2458,0.9401,6
Evl,14026,Ena-vasodilator_stimulated_phosphoprotein,0.0527,0.1301,-0.5873,0.7988,6
Plxnb2,140570,plexin_B2,0.0525,0.3256,0.1812,0.9280,6
Hes7,84653,hairy_and_enhancer_of_split_7_(Drosophila),0.0476,0.0899,-0.4658,0.8803,6
Maged1,94275,melanoma_antigen__family_D__1,0.0458,0.3268,0.3770,0.8666,6
Cxcl12,20315,chemokine_(C-X-C_motif)_ligand_12,0.0360,0.0851,-0.1393,0.9866,6
Syt1,20979,synaptotagmin_I,0.0274,0.2298,0.1803,0.9564,6
Cadps2,320405,Ca2+-dependent_activator_protein_for_secretion_2,0.0274,0.4750,-0.1433,-0.8682,6
Dkk2,56811,dickkopf_homolog_2_(Xenopus_laevis),0.0239,0.3806,0.2863,0.8793,6
Ank3,11735,ankyrin_3__epithelial,0.0191,0.2622,-0.3163,0.9117,6
Lass4,67260,LAG1_homolog__ceramide_synthase_4,0.0180,0.3713,0.2941,0.8807,6
Dtx3,80904,deltex_3_homolog_(Drosophila),0.0149,0.3410,-0.2706,-0.9003,6
Gria4,14802,glutamate_receptor__ionotropic__AMPA4_(alpha_4),0.0043,0.5666,-0.1013,-0.8177,6
 ,, ,,,,,
Msc,17681,musculin,0.9022,0.1047,0.5221,0.8465,7
Nanog,71950,Nanog_homeobox,0.8927,0.0981,0.5089,0.8552,7
Frat2,212398,frequently_rearranged_in_advanced_T_cell_lymphomas_2,0.7736,0.1160,0.5363,0.8360,7
Lgals1,16852,lectin__galactose_binding__soluble_1,0.7604,0.0923,0.4427,0.8919,7
Lrp6,16974,low_density_lipoprotein_receptor-related_protein_6,0.7348,0.0906,0.2081,0.9739,7
Wnt9a,216795,wingless-type_MMTV_integration_site_9A,0.6862,0.0570,0.1981,0.9785,7
Ahctf1,226747,AT_hook_containing_transcription_factor_1,0.6793,0.1096,0.4176,0.9020,7
Inhbc,16325,inhibin_beta-C,0.6500,0.1379,0.5126,0.8475,7
Tfap2d,226896,transcription_factor_AP-2__delta,0.6125,0.1486,0.4296,0.8907,7
Prrx1,18933,paired_related_homeobox_1,0.5978,0.1713,0.6257,0.7610,7
Hmgn1,15312,high_mobility_group_nucleosomal_binding_domain_1,0.5939,0.1763,0.7428,0.6459,7
Neurod4,11923,neurogenic_differentiation_4,0.5494,0.0732,0.4017,0.9128,7
Ntn4,57764,netrin_4,0.5411,0.1450,0.4535,0.8794,7
Nhlh1,18071,nescient_helix_loop_helix_1,0.5395,0.1716,0.5030,0.8471,7
Nfatc3,18021,nuclear_factor_of_activated_T_cells__cytoplasmic__calcineurin_dependent_3,0.5390,0.1558,0.5190,0.8405,7
Fgf15,14170,fibroblast_growth_factor_15,0.5357,0.1339,0.3526,0.9261,7
Lama1,16772,laminin__alpha_1,0.5219,0.1293,0.3861,0.9133,7
Gdf5,14563,growth_differentiation_factor_5,0.5218,0.0798,0.2484,0.9654,7
Plxna1,18844,plexin_A1,0.5031,0.1434,0.2843,0.9480,7
Cdh3,12560,cadherin_3,0.4956,0.2482,0.7000,0.6696,7
Otx2,18424,orthodenticle_homolog_2_(Drosophila),0.4924,0.2064,0.6614,0.7211,7
Wwtr1,97064,WW_domain_containing_transcription_regulator_1,0.4889,0.1550,0.3064,0.9392,7
Cdh1,12550,cadherin_1,0.4817,0.1163,0.3214,0.9398,7
Pou2af1,18985,POU_domain__class_2__associating_factor_1,0.4783,0.0564,0.1024,0.9931,7
Crym,12971,crystallin__mu,0.4742,0.1236,0.4393,0.8898,7
Irx1,16371,Iroquois_related_homeobox_1_(Drosophila),0.4588,0.2227,0.3427,0.9127,7
Met,17295,met_proto-oncogene,0.4412,0.1559,0.4918,0.8566,7
En2,13799,engrailed_2,0.4376,0.1796,0.2896,0.9401,7
Boc,117606,biregional_cell_adhesion_molecule-related/down-regulated_by_oncogenes_(Cdon)_binding_protein,0.4352,0.1591,0.3837,0.9097,7
Pbx4,80720,pre_B_cell_leukemia_homeobox_4,0.4301,0.1993,0.5171,0.8324,7
Runx1t1,12395,runt-related_transcription_factor_1;_translocated_to__1_(cyclin_D-related),0.4241,0.2183,0.5639,0.7965,7
Meis1,17268,Meis_homeobox_1,0.4212,0.2308,0.5393,0.8099,7
Msx3,17703,homeobox__msh-like_3,0.4016,0.1508,0.3592,0.9210,7
Lxn,17035,latexin,0.3992,0.1125,0.2360,0.9652,7
Celsr1,12614,cadherin__EGF_LAG_seven-pass_G-type_receptor_1_(flamingo_homolog__Drosophila),0.3858,0.2896,0.7099,0.6420,7
Trpv1,193034,transient_receptor_potential_cation_channel__subfamily_V__member_1,0.3775,0.2552,0.6011,0.7573,7
Itgav,16410,integrin_alpha_V,0.3674,0.2308,0.7356,0.6369,7
Tcf21,21412,transcription_factor_21,0.3578,0.1312,0.1836,0.9742,7
Helt,234219,helt_bHLH_transcription_factor,0.3511,0.1632,0.0848,0.9829,7
Wnt7a,22421,wingless-related_MMTV_integration_site_7A,0.3492,0.1311,0.1056,0.9857,7
Foxo1,56458,forkhead_box_O1,0.3470,0.2427,0.4947,0.8345,7
Nr5a1,26423,nuclear_receptor_subfamily_5__group_A__member_1,0.3466,0.2654,0.7221,0.6388,7
Wnt8b,22423,wingless_related_MMTV_integration_site_8b,0.3421,0.0988,0.0359,0.9945,7
Gpr55,227326,G_protein-coupled_receptor_55,0.3363,0.0742,0.3548,0.9320,7
Bhlhe23,140489,basic_helix-loop-helix_family__member_e23,0.3320,0.3255,0.9020,0.2836,7
Fgf3,14174,fibroblast_growth_factor_3,0.3247,0.1335,0.3241,0.9366,7
Zbtb33,56805,zinc_finger_and_BTB_domain_containing_33,0.3170,0.1880,0.4024,0.8960,7
Rhox11,194738,reproductive_homeobox_11,0.3141,0.1105,0.1999,0.9736,7
Adam17,11491,a_disintegrin_and_metallopeptidase_domain_17,0.3074,0.1942,0.3553,0.9144,7
Dcn,13179,decorin,0.3057,0.1370,0.3942,0.9088,7
Slc40a1,53945,solute_carrier_family_40_(iron-regulated_transporter)__member_1,0.2961,0.3407,0.5476,0.7642,7
Rarb,218772,retinoic_acid_receptor__beta,0.2950,0.1862,0.3641,0.9125,7
Plxna2,18845,plexin_A2,0.2925,0.1164,0.3392,0.9335,7
Nobox,18291,NOBOX_oogenesis_homeobox,0.2798,0.2174,0.3748,0.9012,7
Stat5a,20850,signal_transducer_and_activator_of_transcription_5A,0.2723,0.3959,0.8010,0.4490,7
Smad5,17129,MAD_homolog_5_(Drosophila),0.2719,0.1929,0.4321,0.8810,7
Nfib,18028,nuclear_factor_I/B,0.2706,0.1883,0.4769,0.8585,7
Chrna9,231252,cholinergic_receptor__nicotinic__alpha_polypeptide_9,0.2689,0.1763,0.1148,0.9776,7
Hoxd8,15437,homeobox_D8,0.2614,0.2700,0.3588,0.8935,7
Bmp15,12155,bone_morphogenetic_protein_15,0.2572,0.1563,0.3527,0.9226,7
Kremen2,73016,kringle_containing_transmembrane_protein_2,0.2552,0.0717,0.1497,0.9861,7
Arx,11878,aristaless_related_homeobox,0.2546,0.1175,0.3753,0.9194,7
Mef2b,17259,myocyte_enhancer_factor_2B,0.2538,0.4727,0.5398,0.6965,7
Igfbp4,16010,insulin-like_growth_factor_binding_protein_4,0.2463,0.2975,0.3762,0.8775,7
Itln1,16429,intelectin_1_(galactofuranose_binding),0.2437,0.1689,0.3299,0.9288,7
Sfrp4,20379,secreted_frizzled-related_protein_4,0.2365,0.6931,0.6768,0.2482,7
Dlx6,13396,distal-less_homeobox_6,0.2343,0.2398,0.3774,0.8945,7
Hoxb13,15408,homeobox_B13,0.2295,0.3574,0.5836,0.7292,7
Fgfbp1,14181,fibroblast_growth_factor_binding_protein_1,0.2283,0.3813,0.6038,0.7000,7
Dkk1,13380,dickkopf_homolog_1_(Xenopus_laevis),0.2283,0.2389,0.4318,0.8698,7
Zic3,22773,zinc_finger_protein_of_the_cerebellum_3,0.2271,0.3297,0.4119,0.8495,7
Tfap2e,332937,transcription_factor_AP-2__epsilon,0.2262,0.2679,0.4358,0.8592,7
Epha2,13836,Eph_receptor_A2,0.2258,0.2667,0.4864,0.8321,7
Tsc22d1,21807,TSC22_domain_family__member_1,0.2235,0.3746,0.3765,0.8473,7
Wnt5b,22419,wingless-related_MMTV_integration_site_5B,0.2197,0.3582,0.4149,0.8364,7
Ryk,20187,receptor-like_tyrosine_kinase,0.2179,0.0787,0.1429,0.9866,7
Hmx1,15371,H6_homeobox_1,0.2178,0.2283,0.3872,0.8933,7
Tead1,21676,TEA_domain_family_member_1,0.2178,0.3378,0.5194,0.7849,7
Hoxd13,15433,homeobox_D13,0.2176,0.2392,0.3801,0.8935,7
Pax5,18507,paired_box_gene_5,0.2107,0.0682,0.2451,0.9671,7
Gdnf,14573,glial_cell_line_derived_neurotrophic_factor,0.2017,0.4124,0.3059,0.8581,7
Fli1,14247,Friend_leukemia_integration_1,0.1949,0.6730,0.6308,0.3862,7
Angptl4,57875,angiopoietin-like_4,0.1946,0.5855,0.4286,0.6881,7
Fgl1,234199,fibrinogen-like_protein_1,0.1946,0.1361,0.4359,0.8897,7
Pou2f2,18987,POU_domain__class_2__transcription_factor_2,0.1939,0.3120,0.4892,0.8145,7
Gfra3,14587,glial_cell_line_derived_neurotrophic_factor_family_receptor_alpha_3,0.1915,0.3032,0.4270,0.8519,7
Fzd7,14369,frizzled_homolog_7_(Drosophila),0.1876,0.9218,0.3011,0.2443,7
Spdef,30051,SAM_pointed_domain_containing_ets_transcription_factor,0.1801,0.4389,0.4881,0.7544,7
Lrp5,16973,low_density_lipoprotein_receptor-related_protein_5,0.1749,0.2530,0.4039,0.8791,7
Ptprc,19264,protein_tyrosine_phosphatase__receptor_type__C,0.1723,0.1769,0.3529,0.9188,7
Cfc1,12627,cripto__FRL-1__cryptic_family_1,0.1698,0.3916,0.5023,0.7709,7
Fezf2,54713,Fez_family_zinc_finger_2,0.1688,0.2336,0.3589,0.9037,7
Sox14,20669,SRY-box_containing_gene_14,0.1656,0.4973,0.0823,0.8637,7
Ptk7,71461,PTK7_protein_tyrosine_kinase_7,0.1591,0.1837,0.2755,0.9436,7
Insr,16337,insulin_receptor,0.1583,0.8362,0.4607,0.2975,7
Rhoa,11848,ras_homolog_gene_family__member_A,0.1568,0.3708,0.4307,0.8228,7
Igf1,16000,insulin-like_growth_factor_1,0.1567,0.3426,0.4177,0.8415,7
En1,13798,engrailed_1,0.1404,0.2260,0.0877,0.9702,7
Nodal,18119,nodal,0.1389,0.4155,0.0900,0.9051,7
Insl5,23919,insulin-like_5,0.1316,0.1877,0.5324,0.8254,7
Htr3b,57014,5-hydroxytryptamine_(serotonin)_receptor_3B,0.1215,0.1790,0.3308,0.9266,7
Cdh23,22295,cadherin_23_(otocadherin),0.1148,0.3195,0.2278,0.9198,7
Pou4f1,18996,POU_domain__class_4__transcription_factor_1,0.1147,0.3773,0.3190,0.8694,7
Gdf3,14562,growth_differentiation_factor_3,0.1087,0.3509,0.2568,0.9005,7
Nr2e1,21907,nuclear_receptor_subfamily_2__group_E__member_1,0.1047,0.1353,0.1742,0.9754,7
Fgf5,14176,fibroblast_growth_factor_5,0.0980,0.6508,0.4763,-0.5913,7
Ndst4,64580,N-deacetylase/N-sulfotransferase_(heparin_glucosaminyl)_4,0.0930,0.3880,0.3162,0.8657,7
Nmb,68039,neuromedin_B,0.0927,0.4769,0.0097,0.8789,7
Nr1h5,381463,nuclear_receptor_subfamily_1__group_H__member_5,0.0372,0.3106,-0.0986,0.9454,7
 ,, ,,,,,
Neurog1,18014,neurogenin_1,0.8964,-0.0049,0.1991,0.9800,8
Elk3,13713,ELK3__member_of_ETS_oncogene_family,0.8662,0.1173,0.7315,0.6717,8
Jag1,16449,jagged_1,0.8485,0.0555,0.2960,0.9536,8
Tal2,21350,T_cell_acute_lymphocytic_leukemia_2,0.7847,0.0560,0.1790,0.9822,8
Dact1,59036,dapper_homolog_1__antagonist_of_beta-catenin_(xenopus),0.7786,0.1209,0.5261,0.8418,8
Ephb4,13846,Eph_receptor_B4,0.7536,0.1431,0.5277,0.8373,8
Rspo4,228770,R-spondin_family__member_4,0.7302,0.1478,0.5913,0.7928,8
Hey2,15214,hairy/enhancer-of-split_related_with_YRPW_motif_2,0.7014,0.0431,0.1434,0.9887,8
Adra2c,11553,adrenergic_receptor__alpha_2c,0.6939,0.0013,0.1608,0.9870,8
Gli3,14634,GLI-Kruppel_family_member_GLI3,0.6855,0.0448,0.1025,0.9937,8
Gabrd,14403,gamma-aminobutyric_acid_(GABA)_A_receptor__subunit_delta,0.6849,0.0756,0.2066,0.9755,8
